observer,session_id,scene,condition_1,condition_2,selection,criterion
M11,15,corridor,tmo_camera,irawan05,0,perceptual
M11,15,rivoli,ronan12,ferwerda96,0,perceptual
M11,15,corridor,tmo_camera,hateren06,0,perceptual
M11,15,students,ferwerda96,tmo_camera,1,perceptual
M11,15,exhibition,pattanaik00,ronan12,0,perceptual
M11,15,rivoli,hateren06,pattanaik00,1,perceptual
M11,15,corridor,ferwerda96,ronan12,0,perceptual
M11,15,corridor,ferwerda96,irawan05,0,perceptual
M11,15,corridor,ferwerda96,hateren06,0,perceptual
M11,15,corridor,ronan12,irawan05,1,perceptual
M11,15,corridor,ronan12,hateren06,1,perceptual
M11,15,corridor,irawan05,hateren06,1,perceptual
F02,17,rivoli,tmo_camera,pattanaik00,1,perceptual
F02,17,window,hateren06,irawan05,1,perceptual
F02,17,students,tmo_camera,pattanaik00,1,perceptual
F02,17,exhibition,irawan05,ferwerda96,0,perceptual
F02,17,rivoli,tmo_camera,irawan05,1,perceptual
F02,17,rivoli,tmo_camera,ferwerda96,1,perceptual
F02,17,students,tmo_camera,ronan12,1,perceptual
F02,17,exhibition,irawan05,ronan12,0,perceptual
F02,17,corridor,tmo_camera,ferwerda96,0,perceptual
F02,17,exhibition,irawan05,tmo_camera,0,perceptual
F02,17,exhibition,irawan05,hateren06,0,perceptual
F02,17,corridor,tmo_camera,irawan05,0,perceptual
F02,17,corridor,tmo_camera,mantiuk08,0,perceptual
F02,17,students,tmo_camera,mantiuk08,1,perceptual
F02,17,rivoli,tmo_camera,mantiuk08,0,perceptual
F02,17,window,hateren06,ferwerda96,1,perceptual
F02,17,students,tmo_camera,irawan05,1,perceptual
F02,17,exhibition,irawan05,mantiuk08,0,perceptual
F02,17,exhibition,irawan05,pattanaik00,0,perceptual
F02,17,rivoli,tmo_camera,ronan12,1,perceptual
F02,17,students,tmo_camera,ferwerda96,1,perceptual
F02,17,exhibition,ferwerda96,ronan12,1,perceptual
F02,17,window,hateren06,ronan12,0,perceptual
F02,17,students,tmo_camera,hateren06,0,perceptual
F02,17,rivoli,tmo_camera,hateren06,0,perceptual
F02,17,corridor,tmo_camera,ronan12,0,perceptual
F02,17,corridor,tmo_camera,hateren06,0,perceptual
F02,17,students,pattanaik00,ronan12,1,perceptual
F02,17,students,pattanaik00,mantiuk08,1,perceptual
F02,17,students,pattanaik00,irawan05,1,perceptual
F02,17,window,hateren06,pattanaik00,1,perceptual
F02,17,rivoli,mantiuk08,hateren06,0,perceptual
F02,17,exhibition,ferwerda96,tmo_camera,0,perceptual
F02,17,exhibition,ferwerda96,hateren06,0,perceptual
F02,17,students,pattanaik00,ferwerda96,1,perceptual
F02,17,window,hateren06,tmo_camera,1,perceptual
F02,17,students,ronan12,mantiuk08,1,perceptual
F02,17,window,hateren06,mantiuk08,1,perceptual
F02,17,students,ronan12,irawan05,1,perceptual
F02,17,window,irawan05,ferwerda96,0,perceptual
F02,17,students,ronan12,ferwerda96,0,perceptual
F02,17,students,mantiuk08,irawan05,1,perceptual
F02,17,rivoli,pattanaik00,irawan05,1,perceptual
F02,17,exhibition,ferwerda96,mantiuk08,1,perceptual
F02,17,exhibition,ferwerda96,pattanaik00,0,perceptual
F02,17,window,irawan05,pattanaik00,0,perceptual
F02,17,exhibition,tmo_camera,hateren06,0,perceptual
F02,17,exhibition,tmo_camera,pattanaik00,0,perceptual
F02,17,rivoli,pattanaik00,ferwerda96,1,perceptual
F02,17,corridor,tmo_camera,pattanaik00,0,perceptual
F02,17,corridor,ferwerda96,irawan05,0,perceptual
F02,17,rivoli,pattanaik00,ronan12,1,perceptual
F02,17,corridor,ferwerda96,mantiuk08,1,perceptual
F02,17,exhibition,ronan12,mantiuk08,1,perceptual
F02,17,rivoli,irawan05,ferwerda96,1,perceptual
F02,17,exhibition,hateren06,pattanaik00,1,perceptual
F02,17,corridor,ferwerda96,ronan12,0,perceptual
F02,17,rivoli,irawan05,ronan12,1,perceptual
F02,17,window,irawan05,tmo_camera,0,perceptual
F02,17,corridor,ferwerda96,hateren06,0,perceptual
F02,17,window,irawan05,mantiuk08,0,perceptual
F02,17,rivoli,ferwerda96,ronan12,0,perceptual
F02,17,corridor,ferwerda96,pattanaik00,0,perceptual
F02,17,window,ferwerda96,pattanaik00,0,perceptual
F02,17,corridor,irawan05,ronan12,0,perceptual
F02,17,corridor,irawan05,hateren06,0,perceptual
F02,17,window,ferwerda96,tmo_camera,0,perceptual
F02,17,window,ferwerda96,mantiuk08,1,perceptual
F02,17,corridor,irawan05,pattanaik00,0,perceptual
F02,17,corridor,ronan12,hateren06,0,perceptual
F02,17,window,pattanaik00,tmo_camera,0,perceptual
F02,17,corridor,ronan12,pattanaik00,1,perceptual
M12,18,students,tmo_camera,ronan12,1,perceptual
M12,18,rivoli,ferwerda96,hateren06,0,perceptual
M12,18,exhibition,pattanaik00,hateren06,0,perceptual
M12,18,exhibition,pattanaik00,tmo_camera,0,perceptual
M12,18,exhibition,pattanaik00,irawan05,1,perceptual
M12,18,corridor,tmo_camera,ferwerda96,0,perceptual
M12,18,students,tmo_camera,mantiuk08,1,perceptual
M12,18,window,mantiuk08,pattanaik00,1,perceptual
M12,18,rivoli,ferwerda96,tmo_camera,0,perceptual
M12,18,corridor,tmo_camera,pattanaik00,0,perceptual
M12,18,corridor,tmo_camera,irawan05,0,perceptual
M12,18,corridor,tmo_camera,mantiuk08,1,perceptual
M12,18,students,tmo_camera,irawan05,1,perceptual
M12,18,rivoli,ferwerda96,irawan05,1,perceptual
M12,18,rivoli,ferwerda96,ronan12,0,perceptual
M12,18,corridor,tmo_camera,hateren06,0,perceptual
M12,18,exhibition,pattanaik00,ferwerda96,1,perceptual
M12,18,rivoli,ferwerda96,pattanaik00,0,perceptual
M12,18,window,mantiuk08,ronan12,0,perceptual
M12,18,exhibition,pattanaik00,ronan12,1,perceptual
M12,18,students,tmo_camera,ferwerda96,1,perceptual
M12,18,window,mantiuk08,ferwerda96,0,perceptual
M12,18,corridor,tmo_camera,ronan12,0,perceptual
M12,18,corridor,ferwerda96,pattanaik00,0,perceptual
M12,18,rivoli,ferwerda96,mantiuk08,0,perceptual
M12,18,window,mantiuk08,irawan05,1,perceptual
M12,18,corridor,ferwerda96,irawan05,0,perceptual
M12,18,rivoli,hateren06,tmo_camera,0,perceptual
M12,18,exhibition,pattanaik00,mantiuk08,1,perceptual
M12,18,corridor,ferwerda96,hateren06,0,perceptual
M12,18,exhibition,hateren06,tmo_camera,1,perceptual
M12,18,rivoli,hateren06,ronan12,1,perceptual
M12,18,students,tmo_camera,pattanaik00,1,perceptual
M12,18,students,tmo_camera,hateren06,0,perceptual
M12,18,students,ronan12,mantiuk08,1,perceptual
M12,18,window,mantiuk08,hateren06,0,perceptual
M12,18,rivoli,hateren06,pattanaik00,0,perceptual
M12,18,exhibition,irawan05,ferwerda96,0,perceptual
M12,18,exhibition,irawan05,ronan12,0,perceptual
M12,18,window,mantiuk08,tmo_camera,1,perceptual
M12,18,rivoli,hateren06,mantiuk08,1,perceptual
M12,18,students,ronan12,irawan05,1,perceptual
M12,18,window,ronan12,ferwerda96,0,perceptual
M12,18,students,ronan12,ferwerda96,1,perceptual
M12,18,students,ronan12,pattanaik00,0,perceptual
M12,18,rivoli,tmo_camera,pattanaik00,0,perceptual
M12,18,students,mantiuk08,irawan05,1,perceptual
M12,18,students,mantiuk08,ferwerda96,0,perceptual
M12,18,corridor,ferwerda96,ronan12,0,perceptual
M12,18,window,ronan12,hateren06,0,perceptual
M12,18,window,pattanaik00,irawan05,0,perceptual
M12,18,corridor,pattanaik00,irawan05,1,perceptual
M12,18,window,pattanaik00,tmo_camera,0,perceptual
M12,18,exhibition,irawan05,mantiuk08,0,perceptual
M12,18,window,ferwerda96,hateren06,1,perceptual
M12,18,exhibition,ferwerda96,ronan12,0,perceptual
M12,18,corridor,pattanaik00,hateren06,0,perceptual
M12,18,window,irawan05,tmo_camera,1,perceptual
M12,18,corridor,pattanaik00,ronan12,1,perceptual
M12,18,corridor,irawan05,ronan12,1,perceptual
M12,18,exhibition,ferwerda96,mantiuk08,0,perceptual
M12,18,rivoli,ronan12,mantiuk08,1,perceptual
M12,18,exhibition,ronan12,mantiuk08,1,perceptual
rfm,2,rivoli,hateren06,ronan12,1,perceptual
rfm,2,rivoli,hateren06,ferwerda96,1,perceptual
rfm,2,exhibition,mantiuk08,ronan12,0,perceptual
rfm,2,corridor,ferwerda96,tmo_camera,1,perceptual
rfm,2,exhibition,mantiuk08,ferwerda96,0,perceptual
rfm,2,window,tmo_camera,ferwerda96,1,perceptual
rfm,2,corridor,ferwerda96,irawan05,1,perceptual
rfm,2,exhibition,mantiuk08,hateren06,0,perceptual
rfm,2,rivoli,hateren06,tmo_camera,1,perceptual
rfm,2,exhibition,mantiuk08,pattanaik00,0,perceptual
rfm,2,rivoli,hateren06,pattanaik00,1,perceptual
rfm,2,students,ronan12,pattanaik00,0,perceptual
rfm,2,exhibition,mantiuk08,irawan05,1,perceptual
rfm,2,window,tmo_camera,hateren06,1,perceptual
rfm,2,corridor,ferwerda96,mantiuk08,1,perceptual
rfm,2,window,tmo_camera,irawan05,1,perceptual
rfm,2,exhibition,mantiuk08,tmo_camera,0,perceptual
rfm,2,corridor,ferwerda96,ronan12,1,perceptual
rfm,2,rivoli,hateren06,mantiuk08,1,perceptual
rfm,2,exhibition,ronan12,ferwerda96,0,perceptual
rfm,2,rivoli,hateren06,irawan05,1,perceptual
rfm,2,exhibition,ronan12,hateren06,0,perceptual
rfm,2,rivoli,ronan12,ferwerda96,0,perceptual
rfm,2,students,ronan12,ferwerda96,0,perceptual
rfm,2,students,ronan12,irawan05,1,perceptual
rfm,2,rivoli,ronan12,tmo_camera,0,perceptual
rfm,2,window,tmo_camera,mantiuk08,0,perceptual
rfm,2,students,ronan12,mantiuk08,1,perceptual
rfm,2,rivoli,ronan12,pattanaik00,0,perceptual
rfm,2,corridor,ferwerda96,pattanaik00,0,perceptual
rfm,2,rivoli,ronan12,mantiuk08,0,perceptual
rfm,2,students,ronan12,tmo_camera,0,perceptual
rfm,2,rivoli,ronan12,irawan05,1,perceptual
rfm,2,corridor,ferwerda96,hateren06,0,perceptual
rfm,2,rivoli,ferwerda96,tmo_camera,0,perceptual
rfm,2,students,ronan12,hateren06,0,perceptual
rfm,2,rivoli,ferwerda96,pattanaik00,1,perceptual
rfm,2,corridor,pattanaik00,hateren06,0,perceptual
rfm,2,students,pattanaik00,ferwerda96,1,perceptual
rfm,2,corridor,tmo_camera,irawan05,1,perceptual
rfm,2,corridor,tmo_camera,mantiuk08,0,perceptual
rfm,2,window,tmo_camera,ronan12,0,perceptual
rfm,2,window,tmo_camera,pattanaik00,1,perceptual
rfm,2,students,pattanaik00,tmo_camera,1,perceptual
rfm,2,students,pattanaik00,hateren06,1,perceptual
rfm,2,corridor,tmo_camera,ronan12,0,perceptual
rfm,2,exhibition,ronan12,pattanaik00,0,perceptual
rfm,2,window,mantiuk08,ronan12,0,perceptual
rfm,2,students,irawan05,mantiuk08,0,perceptual
rfm,2,corridor,mantiuk08,ronan12,0,perceptual
rfm,2,window,ferwerda96,hateren06,1,perceptual
rfm,2,rivoli,ferwerda96,mantiuk08,1,perceptual
rfm,2,rivoli,pattanaik00,mantiuk08,1,perceptual
rfm,2,window,ferwerda96,irawan05,1,perceptual
rfm,2,exhibition,ronan12,tmo_camera,1,perceptual
rfm,2,window,ferwerda96,pattanaik00,1,perceptual
rfm,2,exhibition,ferwerda96,hateren06,0,perceptual
rfm,2,students,ferwerda96,tmo_camera,1,perceptual
rfm,2,window,hateren06,irawan05,1,perceptual
rfm,2,window,hateren06,pattanaik00,1,perceptual
rfm,2,window,irawan05,pattanaik00,1,perceptual
rfm,2,exhibition,ferwerda96,pattanaik00,1,perceptual
rfm,2,students,ferwerda96,hateren06,1,perceptual
rfm,2,students,tmo_camera,hateren06,1,perceptual
rwn,3,rivoli,mantiuk08,hateren06,0,perceptual
rwn,3,window,mantiuk08,hateren06,0,perceptual
rwn,3,exhibition,ronan12,hateren06,0,perceptual
rwn,3,students,ronan12,mantiuk08,0,perceptual
rwn,3,rivoli,mantiuk08,irawan05,1,perceptual
rwn,3,window,mantiuk08,irawan05,1,perceptual
rwn,3,students,ronan12,hateren06,0,perceptual
rwn,3,rivoli,mantiuk08,tmo_camera,0,perceptual
rwn,3,corridor,tmo_camera,mantiuk08,1,perceptual
rwn,3,exhibition,ronan12,irawan05,1,perceptual
rwn,3,students,ronan12,ferwerda96,0,perceptual
rwn,3,students,ronan12,irawan05,0,perceptual
rwn,3,students,ronan12,pattanaik00,0,perceptual
rwn,3,exhibition,ronan12,ferwerda96,0,perceptual
rwn,3,exhibition,ronan12,mantiuk08,0,perceptual
rwn,3,students,ronan12,tmo_camera,0,perceptual
rwn,3,window,mantiuk08,ferwerda96,0,perceptual
rwn,3,students,mantiuk08,hateren06,0,perceptual
rwn,3,students,mantiuk08,ferwerda96,0,perceptual
rwn,3,students,mantiuk08,irawan05,1,perceptual
rwn,3,exhibition,ronan12,tmo_camera,0,perceptual
rwn,3,students,mantiuk08,pattanaik00,0,perceptual
rwn,3,window,mantiuk08,tmo_camera,0,perceptual
rwn,3,rivoli,mantiuk08,ronan12,1,perceptual
rwn,3,rivoli,mantiuk08,ferwerda96,0,perceptual
rwn,3,exhibition,ronan12,pattanaik00,0,perceptual
rwn,3,students,mantiuk08,tmo_camera,0,perceptual
rwn,3,students,hateren06,ferwerda96,1,perceptual
rwn,3,rivoli,mantiuk08,pattanaik00,0,perceptual
rwn,3,corridor,tmo_camera,ronan12,0,perceptual
rwn,3,students,hateren06,pattanaik00,0,perceptual
rwn,3,exhibition,hateren06,ferwerda96,1,perceptual
rwn,3,corridor,tmo_camera,hateren06,0,perceptual
rwn,3,window,mantiuk08,pattanaik00,0,perceptual
rwn,3,window,mantiuk08,ronan12,0,perceptual
rwn,3,rivoli,hateren06,tmo_camera,1,perceptual
rwn,3,window,hateren06,ferwerda96,0,perceptual
rwn,3,corridor,tmo_camera,ferwerda96,0,perceptual
rwn,3,rivoli,hateren06,ferwerda96,1,perceptual
rwn,3,rivoli,hateren06,pattanaik00,1,perceptual
rwn,3,students,hateren06,tmo_camera,0,perceptual
rwn,3,rivoli,irawan05,ronan12,0,perceptual
rwn,3,students,pattanaik00,tmo_camera,1,perceptual
rwn,3,rivoli,tmo_camera,ferwerda96,0,perceptual
rwn,3,rivoli,tmo_camera,pattanaik00,0,perceptual
rwn,3,rivoli,ferwerda96,pattanaik00,1,perceptual
rwn,3,window,hateren06,tmo_camera,1,perceptual
rwn,3,window,hateren06,pattanaik00,1,perceptual
rwn,3,corridor,tmo_camera,pattanaik00,0,perceptual
rwn,3,window,hateren06,ronan12,1,perceptual
rwn,3,window,tmo_camera,pattanaik00,0,perceptual
rwn,3,corridor,tmo_camera,irawan05,0,perceptual
rwn,3,exhibition,hateren06,mantiuk08,1,perceptual
rwn,3,exhibition,hateren06,tmo_camera,1,perceptual
rwn,3,corridor,ronan12,hateren06,0,perceptual
rwn,3,corridor,ronan12,ferwerda96,0,perceptual
rwn,3,corridor,ronan12,pattanaik00,1,perceptual
rwn,3,exhibition,hateren06,pattanaik00,1,perceptual
rwn,3,corridor,ronan12,irawan05,1,perceptual
rwn,3,window,tmo_camera,ronan12,0,perceptual
rwn,3,exhibition,ferwerda96,mantiuk08,1,perceptual
rwn,3,exhibition,ferwerda96,tmo_camera,1,perceptual
rwn,3,window,pattanaik00,ronan12,1,perceptual
rwn,3,corridor,hateren06,ferwerda96,1,perceptual
rwn,3,exhibition,ferwerda96,pattanaik00,1,perceptual
rwn,3,corridor,pattanaik00,irawan05,1,perceptual
rwn,3,exhibition,mantiuk08,tmo_camera,1,perceptual
rwn,3,exhibition,mantiuk08,pattanaik00,0,perceptual
bab,5,rivoli,ronan12,mantiuk08,0,perceptual
bab,5,corridor,ronan12,irawan05,0,perceptual
bab,5,window,ronan12,mantiuk08,1,perceptual
bab,5,corridor,ronan12,mantiuk08,1,perceptual
bab,5,students,ferwerda96,mantiuk08,1,perceptual
bab,5,corridor,ronan12,pattanaik00,0,perceptual
bab,5,rivoli,ronan12,ferwerda96,0,perceptual
bab,5,students,ferwerda96,tmo_camera,1,perceptual
bab,5,students,ferwerda96,irawan05,1,perceptual
bab,5,students,ferwerda96,pattanaik00,1,perceptual
bab,5,students,ferwerda96,ronan12,1,perceptual
bab,5,rivoli,ronan12,hateren06,0,perceptual
bab,5,corridor,ronan12,tmo_camera,0,perceptual
bab,5,rivoli,ronan12,pattanaik00,1,perceptual
bab,5,window,ronan12,irawan05,1,perceptual
bab,5,students,ferwerda96,hateren06,0,perceptual
bab,5,corridor,ronan12,ferwerda96,0,perceptual
bab,5,students,mantiuk08,tmo_camera,0,perceptual
bab,5,students,mantiuk08,irawan05,1,perceptual
bab,5,students,mantiuk08,pattanaik00,0,perceptual
bab,5,corridor,ronan12,hateren06,0,perceptual
bab,5,exhibition,hateren06,irawan05,1,perceptual
bab,5,students,mantiuk08,ronan12,1,perceptual
bab,5,students,tmo_camera,pattanaik00,0,perceptual
bab,5,students,irawan05,ronan12,1,perceptual
bab,5,corridor,irawan05,pattanaik00,0,perceptual
bab,5,exhibition,hateren06,ferwerda96,1,perceptual
bab,5,exhibition,hateren06,ronan12,1,perceptual
bab,5,corridor,irawan05,tmo_camera,0,perceptual
bab,5,exhibition,hateren06,pattanaik00,0,perceptual
bab,5,rivoli,ronan12,tmo_camera,0,perceptual
bab,5,corridor,irawan05,ferwerda96,0,perceptual
bab,5,corridor,irawan05,hateren06,0,perceptual
bab,5,exhibition,hateren06,mantiuk08,0,perceptual
bab,5,corridor,pattanaik00,tmo_camera,1,perceptual
bab,5,corridor,pattanaik00,ferwerda96,0,perceptual
bab,5,rivoli,ronan12,irawan05,1,perceptual
bab,5,rivoli,mantiuk08,ferwerda96,0,perceptual
bab,5,rivoli,mantiuk08,hateren06,0,perceptual
bab,5,rivoli,mantiuk08,tmo_camera,0,perceptual
bab,5,window,ronan12,pattanaik00,1,perceptual
bab,5,exhibition,hateren06,tmo_camera,0,perceptual
bab,5,exhibition,pattanaik00,mantiuk08,0,perceptual
bab,5,corridor,pattanaik00,hateren06,0,perceptual
bab,5,rivoli,pattanaik00,irawan05,1,perceptual
bab,5,exhibition,pattanaik00,tmo_camera,0,perceptual
bab,5,rivoli,ferwerda96,hateren06,0,perceptual
bab,5,corridor,ferwerda96,hateren06,0,perceptual
bab,5,rivoli,ferwerda96,tmo_camera,0,perceptual
bab,5,exhibition,irawan05,ferwerda96,0,perceptual
bab,5,exhibition,irawan05,ronan12,0,perceptual
bab,5,exhibition,mantiuk08,tmo_camera,0,perceptual
bab,5,exhibition,ferwerda96,ronan12,1,perceptual
bab,5,window,ronan12,hateren06,1,perceptual
bab,5,window,ronan12,tmo_camera,0,perceptual
bab,5,window,ronan12,ferwerda96,1,perceptual
bab,5,rivoli,hateren06,tmo_camera,1,perceptual
bab,5,window,mantiuk08,irawan05,1,perceptual
bab,5,window,mantiuk08,pattanaik00,0,perceptual
bab,5,window,mantiuk08,hateren06,0,perceptual
bab,5,window,mantiuk08,ferwerda96,1,perceptual
bab,5,window,pattanaik00,hateren06,1,perceptual
bab,5,window,irawan05,ferwerda96,1,perceptual
hae,7,window,ronan12,mantiuk08,1,perceptual
hae,7,window,ronan12,pattanaik00,1,perceptual
hae,7,rivoli,pattanaik00,irawan05,1,perceptual
hae,7,exhibition,tmo_camera,hateren06,0,perceptual
hae,7,exhibition,tmo_camera,ferwerda96,0,perceptual
hae,7,students,hateren06,pattanaik00,1,perceptual
hae,7,students,hateren06,tmo_camera,1,perceptual
hae,7,students,hateren06,ronan12,1,perceptual
hae,7,students,hateren06,ferwerda96,1,perceptual
hae,7,window,ronan12,hateren06,0,perceptual
hae,7,rivoli,pattanaik00,tmo_camera,1,perceptual
hae,7,window,ronan12,irawan05,0,perceptual
hae,7,exhibition,tmo_camera,pattanaik00,1,perceptual
hae,7,rivoli,pattanaik00,ferwerda96,1,perceptual
hae,7,corridor,hateren06,ferwerda96,1,perceptual
hae,7,students,hateren06,mantiuk08,1,perceptual
hae,7,window,ronan12,ferwerda96,0,perceptual
hae,7,rivoli,pattanaik00,mantiuk08,1,perceptual
hae,7,window,ronan12,tmo_camera,1,perceptual
hae,7,window,hateren06,irawan05,0,perceptual
hae,7,rivoli,pattanaik00,hateren06,0,perceptual
hae,7,corridor,hateren06,irawan05,1,perceptual
hae,7,corridor,hateren06,mantiuk08,1,perceptual
hae,7,students,hateren06,irawan05,1,perceptual
hae,7,students,pattanaik00,tmo_camera,0,perceptual
hae,7,rivoli,pattanaik00,ronan12,1,perceptual
hae,7,rivoli,irawan05,tmo_camera,0,perceptual
hae,7,exhibition,tmo_camera,ronan12,0,perceptual
hae,7,exhibition,tmo_camera,mantiuk08,0,perceptual
hae,7,window,hateren06,ferwerda96,1,perceptual
hae,7,rivoli,irawan05,ferwerda96,1,perceptual
hae,7,students,pattanaik00,ronan12,0,perceptual
hae,7,corridor,hateren06,pattanaik00,1,perceptual
hae,7,corridor,hateren06,tmo_camera,1,perceptual
hae,7,students,pattanaik00,ferwerda96,0,perceptual
hae,7,window,mantiuk08,pattanaik00,0,perceptual
hae,7,rivoli,irawan05,mantiuk08,0,perceptual
hae,7,exhibition,tmo_camera,irawan05,1,perceptual
hae,7,corridor,hateren06,ronan12,0,perceptual
hae,7,rivoli,irawan05,ronan12,0,perceptual
hae,7,window,mantiuk08,tmo_camera,0,perceptual
hae,7,students,pattanaik00,mantiuk08,1,perceptual
hae,7,students,pattanaik00,irawan05,1,perceptual
hae,7,rivoli,tmo_camera,mantiuk08,0,perceptual
hae,7,exhibition,hateren06,ferwerda96,1,perceptual
hae,7,rivoli,tmo_camera,ronan12,1,perceptual
hae,7,students,tmo_camera,ronan12,0,perceptual
hae,7,students,tmo_camera,ferwerda96,1,perceptual
hae,7,exhibition,hateren06,ronan12,1,perceptual
hae,7,exhibition,hateren06,mantiuk08,1,perceptual
hae,7,exhibition,pattanaik00,irawan05,1,perceptual
hae,7,exhibition,ferwerda96,ronan12,0,perceptual
hae,7,students,mantiuk08,irawan05,0,perceptual
hae,7,window,pattanaik00,tmo_camera,0,perceptual
hae,7,corridor,ferwerda96,irawan05,1,perceptual
hae,7,corridor,ferwerda96,mantiuk08,1,perceptual
hae,7,exhibition,ferwerda96,mantiuk08,0,perceptual
hae,7,corridor,ferwerda96,pattanaik00,0,perceptual
hae,7,corridor,ferwerda96,tmo_camera,1,perceptual
hae,7,corridor,irawan05,mantiuk08,1,perceptual
hae,7,corridor,irawan05,tmo_camera,1,perceptual
hae,7,corridor,mantiuk08,tmo_camera,1,perceptual
hae,7,exhibition,ronan12,mantiuk08,1,perceptual
